query_start_date,query_end_date,docket_number,filing_date,link_1,link_2
2010-01-01,2010-06-28,CP-51-MD-0008203-2010,06/28/2010,/Report/CpDocketSheet?docketNumber=CP-51-MD-0008203-2010&dnh=acKbK%2Bfug9XB4sW06U1uuQ%3D%3D,/Report/CpCourtSummary?docketNumber=CP-51-MD-0008203-2010&dnh=acKbK%2Bfug9XB4sW06U1uuQ%3D%3D
2010-01-01,2010-06-28,CP-51-MD-0008202-2010,06/28/2010,/Report/CpDocketSheet?docketNumber=CP-51-MD-0008202-2010&dnh=Uk%2FQDXqFYHqp4KUYdIHzjg%3D%3D,/Report/CpCourtSummary?docketNumber=CP-51-MD-0008202-2010&dnh=Uk%2FQDXqFYHqp4KUYdIHzjg%3D%3D
2010-01-01,2010-06-28,CP-50-MD-0000082-2010,06/28/2010,/Report/CpDocketSheet?docketNumber=CP-50-MD-0000082-2010&dnh=ucAgQy4antuWAa%2Bzcp1NYA%3D%3D,/Report/CpCourtSummary?docketNumber=CP-50-MD-0000082-2010&dnh=ucAgQy4antuWAa%2Bzcp1NYA%3D%3D
2010-01-01,2010-06-28,CP-49-MD-0000600-2010,06/28/2010,/Report/CpDocketSheet?docketNumber=CP-49-MD-0000600-2010&dnh=IMRLKMzOMcRT47UuxpY8Dg%3D%3D,/Report/CpCourtSummary?docketNumber=CP-49-MD-0000600-2010&dnh=IMRLKMzOMcRT47UuxpY8Dg%3D%3D
2010-01-01,2010-06-28,CP-49-MD-0000309-2010,06/28/2010,/Report/CpDocketSheet?docketNumber=CP-49-MD-0000309-2010&dnh=RNsl5Vq1F9iOnEIycnj2%2Fg%3D%3D,/Report/CpCourtSummary?docketNumber=CP-49-MD-0000309-2010&dnh=RNsl5Vq1F9iOnEIycnj2%2Fg%3D%3D
2010-01-01,2010-06-28,CP-49-MD-0000308-2010,06/28/2010,/Report/CpDocketSheet?docketNumber=CP-49-MD-0000308-2010&dnh=C74hH5mTcDMxOqTY%2BCxuSw%3D%3D,/Report/CpCourtSummary?docketNumber=CP-49-MD-0000308-2010&dnh=C74hH5mTcDMxOqTY%2BCxuSw%3D%3D
2010-01-01,2010-06-28,CP-49-MD-0000307-2010,06/28/2010,/Report/CpDocketSheet?docketNumber=CP-49-MD-0000307-2010&dnh=nwQcHilmSq%2FPvi4qCEGwhQ%3D%3D,/Report/CpCourtSummary?docketNumber=CP-49-MD-0000307-2010&dnh=nwQcHilmSq%2FPvi4qCEGwhQ%3D%3D
2010-01-01,2010-06-28,CP-49-MD-0000306-2010,06/28/2010,/Report/CpDocketSheet?docketNumber=CP-49-MD-0000306-2010&dnh=n43sGsZ5CAmbgpKD0yddsg%3D%3D,/Report/CpCourtSummary?docketNumber=CP-49-MD-0000306-2010&dnh=n43sGsZ5CAmbgpKD0yddsg%3D%3D
2010-01-01,2010-06-28,CP-48-MD-0000999-2010,06/28/2010,/Report/CpDocketSheet?docketNumber=CP-48-MD-0000999-2010&dnh=ZGL5Si08dBuEXTfVCIKWMg%3D%3D,/Report/CpCourtSummary?docketNumber=CP-48-MD-0000999-2010&dnh=ZGL5Si08dBuEXTfVCIKWMg%3D%3D
2010-01-01,2010-06-28,CP-48-MD-0000998-2010,06/28/2010,/Report/CpDocketSheet?docketNumber=CP-48-MD-0000998-2010&dnh=M0%2Bjytxg4S5vmfxdOrcBZQ%3D%3D,/Report/CpCourtSummary?docketNumber=CP-48-MD-0000998-2010&dnh=M0%2Bjytxg4S5vmfxdOrcBZQ%3D%3D
2010-01-01,2010-06-28,CP-48-MD-0000997-2010,06/28/2010,/Report/CpDocketSheet?docketNumber=CP-48-MD-0000997-2010&dnh=4d9qenjAyEFrDEG8FqRtMw%3D%3D,/Report/CpCourtSummary?docketNumber=CP-48-MD-0000997-2010&dnh=4d9qenjAyEFrDEG8FqRtMw%3D%3D
2010-01-01,2010-06-28,CP-48-MD-0000994-2010,06/28/2010,/Report/CpDocketSheet?docketNumber=CP-48-MD-0000994-2010&dnh=EK5Rq1kHg%2B8Wp%2Bz%2B7Z0diw%3D%3D,/Report/CpCourtSummary?docketNumber=CP-48-MD-0000994-2010&dnh=EK5Rq1kHg%2B8Wp%2Bz%2B7Z0diw%3D%3D
2010-01-01,2010-06-28,CP-48-CR-0002233-2010,06/28/2010,/Report/CpDocketSheet?docketNumber=CP-48-CR-0002233-2010&dnh=W6yF2fGaot2%2BF%2F1Ke%2FYqWg%3D%3D,/Report/CpCourtSummary?docketNumber=CP-48-CR-0002233-2010&dnh=W6yF2fGaot2%2BF%2F1Ke%2FYqWg%3D%3D
2010-01-01,2010-06-28,CP-48-CR-0002232-2010,06/28/2010,/Report/CpDocketSheet?docketNumber=CP-48-CR-0002232-2010&dnh=AN%2FD8gNLlEUO2Kl%2BS6v6Fw%3D%3D,/Report/CpCourtSummary?docketNumber=CP-48-CR-0002232-2010&dnh=AN%2FD8gNLlEUO2Kl%2BS6v6Fw%3D%3D
2010-01-01,2010-06-28,CP-48-CR-0002231-2010,06/28/2010,/Report/CpDocketSheet?docketNumber=CP-48-CR-0002231-2010&dnh=zn1XG%2FzGVI%2BTICKUX%2FjYUg%3D%3D,/Report/CpCourtSummary?docketNumber=CP-48-CR-0002231-2010&dnh=zn1XG%2FzGVI%2BTICKUX%2FjYUg%3D%3D
2010-01-01,2010-06-28,CP-48-CR-0002228-2010,06/28/2010,/Report/CpDocketSheet?docketNumber=CP-48-CR-0002228-2010&dnh=Igj581uN7cc6jBFyLyWxyA%3D%3D,/Report/CpCourtSummary?docketNumber=CP-48-CR-0002228-2010&dnh=Igj581uN7cc6jBFyLyWxyA%3D%3D
2010-01-01,2010-06-28,CP-48-CR-0002226-2010,06/28/2010,/Report/CpDocketSheet?docketNumber=CP-48-CR-0002226-2010&dnh=OxLXmERNuHlEvCv50Tdd3Q%3D%3D,/Report/CpCourtSummary?docketNumber=CP-48-CR-0002226-2010&dnh=OxLXmERNuHlEvCv50Tdd3Q%3D%3D
2010-01-01,2010-06-28,CP-48-CR-0002225-2010,06/28/2010,/Report/CpDocketSheet?docketNumber=CP-48-CR-0002225-2010&dnh=avS66InmAIsnHdnjBWKBJA%3D%3D,/Report/CpCourtSummary?docketNumber=CP-48-CR-0002225-2010&dnh=avS66InmAIsnHdnjBWKBJA%3D%3D
2010-01-01,2010-06-28,CP-48-CR-0002218-2010,06/28/2010,/Report/CpDocketSheet?docketNumber=CP-48-CR-0002218-2010&dnh=QrIM7PbEvV%2FDCKU%2FEUvwZg%3D%3D,/Report/CpCourtSummary?docketNumber=CP-48-CR-0002218-2010&dnh=QrIM7PbEvV%2FDCKU%2FEUvwZg%3D%3D
2010-01-01,2010-06-28,CP-48-CR-0002216-2010,06/28/2010,/Report/CpDocketSheet?docketNumber=CP-48-CR-0002216-2010&dnh=9lirsmfWHS2Y5wK7xAOt5A%3D%3D,/Report/CpCourtSummary?docketNumber=CP-48-CR-0002216-2010&dnh=9lirsmfWHS2Y5wK7xAOt5A%3D%3D
2010-01-01,2010-06-28,CP-48-CR-0002212-2010,06/28/2010,/Report/CpDocketSheet?docketNumber=CP-48-CR-0002212-2010&dnh=FFI4Xw7nxLz%2BHPnZsVLUJA%3D%3D,/Report/CpCourtSummary?docketNumber=CP-48-CR-0002212-2010&dnh=FFI4Xw7nxLz%2BHPnZsVLUJA%3D%3D
2010-01-01,2010-06-28,CP-48-CR-0002210-2010,06/28/2010,/Report/CpDocketSheet?docketNumber=CP-48-CR-0002210-2010&dnh=QTaqbFwQVXL7UQbXEVUYgQ%3D%3D,/Report/CpCourtSummary?docketNumber=CP-48-CR-0002210-2010&dnh=QTaqbFwQVXL7UQbXEVUYgQ%3D%3D
2010-01-01,2010-06-28,CP-48-CR-0002209-2010,06/28/2010,/Report/CpDocketSheet?docketNumber=CP-48-CR-0002209-2010&dnh=SjNz%2BaX1DUu0FTZdPcnk7A%3D%3D,/Report/CpCourtSummary?docketNumber=CP-48-CR-0002209-2010&dnh=SjNz%2BaX1DUu0FTZdPcnk7A%3D%3D
2010-01-01,2010-06-28,CP-48-CR-0002186-2010,06/28/2010,/Report/CpDocketSheet?docketNumber=CP-48-CR-0002186-2010&dnh=pc5%2BqKNF8itrVydkV0VWqg%3D%3D,/Report/CpCourtSummary?docketNumber=CP-48-CR-0002186-2010&dnh=pc5%2BqKNF8itrVydkV0VWqg%3D%3D
2010-01-01,2010-06-28,CP-46-MD-0001237-2010,06/28/2010,/Report/CpDocketSheet?docketNumber=CP-46-MD-0001237-2010&dnh=QJRVgB6Bawch6WQn3GhY3A%3D%3D,/Report/CpCourtSummary?docketNumber=CP-46-MD-0001237-2010&dnh=QJRVgB6Bawch6WQn3GhY3A%3D%3D
2010-01-01,2010-06-28,CP-46-MD-0001235-2010,06/28/2010,/Report/CpDocketSheet?docketNumber=CP-46-MD-0001235-2010&dnh=nTOmITO9xuNMEOIbDcJyEQ%3D%3D,/Report/CpCourtSummary?docketNumber=CP-46-MD-0001235-2010&dnh=nTOmITO9xuNMEOIbDcJyEQ%3D%3D
2010-01-01,2010-06-28,CP-46-MD-0001233-2010,06/28/2010,/Report/CpDocketSheet?docketNumber=CP-46-MD-0001233-2010&dnh=YFZqV6SjfaSSj%2FaTKyma1g%3D%3D,/Report/CpCourtSummary?docketNumber=CP-46-MD-0001233-2010&dnh=YFZqV6SjfaSSj%2FaTKyma1g%3D%3D
2010-01-01,2010-06-28,CP-46-CR-0004552-2010,06/28/2010,/Report/CpDocketSheet?docketNumber=CP-46-CR-0004552-2010&dnh=slzlcc1h4W07RX0hi8zzxg%3D%3D,/Report/CpCourtSummary?docketNumber=CP-46-CR-0004552-2010&dnh=slzlcc1h4W07RX0hi8zzxg%3D%3D
2010-01-01,2010-06-28,CP-46-CR-0004551-2010,06/28/2010,/Report/CpDocketSheet?docketNumber=CP-46-CR-0004551-2010&dnh=1%2FLIVg52H2rjr0iunLWt9A%3D%3D,/Report/CpCourtSummary?docketNumber=CP-46-CR-0004551-2010&dnh=1%2FLIVg52H2rjr0iunLWt9A%3D%3D
2010-01-01,2010-06-28,CP-46-CR-0004548-2010,06/28/2010,/Report/CpDocketSheet?docketNumber=CP-46-CR-0004548-2010&dnh=d56iKyC6XSKu5FeoIswLSw%3D%3D,/Report/CpCourtSummary?docketNumber=CP-46-CR-0004548-2010&dnh=d56iKyC6XSKu5FeoIswLSw%3D%3D
2010-01-01,2010-06-28,CP-46-CR-0004547-2010,06/28/2010,/Report/CpDocketSheet?docketNumber=CP-46-CR-0004547-2010&dnh=mBQO%2FmCXjK4SrcnoQdS6xA%3D%3D,/Report/CpCourtSummary?docketNumber=CP-46-CR-0004547-2010&dnh=mBQO%2FmCXjK4SrcnoQdS6xA%3D%3D
2010-01-01,2010-06-28,CP-46-CR-0004546-2010,06/28/2010,/Report/CpDocketSheet?docketNumber=CP-46-CR-0004546-2010&dnh=S8Qo%2Bw%2FvYaa8VotxIkKd8Q%3D%3D,/Report/CpCourtSummary?docketNumber=CP-46-CR-0004546-2010&dnh=S8Qo%2Bw%2FvYaa8VotxIkKd8Q%3D%3D
2010-01-01,2010-06-28,CP-46-CR-0004545-2010,06/28/2010,/Report/CpDocketSheet?docketNumber=CP-46-CR-0004545-2010&dnh=oXeZQo%2FN60jkA8DPV8%2B3vQ%3D%3D,/Report/CpCourtSummary?docketNumber=CP-46-CR-0004545-2010&dnh=oXeZQo%2FN60jkA8DPV8%2B3vQ%3D%3D
2010-01-01,2010-06-28,CP-46-CR-0004544-2010,06/28/2010,/Report/CpDocketSheet?docketNumber=CP-46-CR-0004544-2010&dnh=xloTcDJ4FPjWTNM1sTgrlw%3D%3D,/Report/CpCourtSummary?docketNumber=CP-46-CR-0004544-2010&dnh=xloTcDJ4FPjWTNM1sTgrlw%3D%3D
2010-01-01,2010-06-28,CP-46-CR-0004542-2010,06/28/2010,/Report/CpDocketSheet?docketNumber=CP-46-CR-0004542-2010&dnh=yvEi7yraWKip0bwadw60cA%3D%3D,/Report/CpCourtSummary?docketNumber=CP-46-CR-0004542-2010&dnh=yvEi7yraWKip0bwadw60cA%3D%3D
2010-01-01,2010-06-28,CP-46-CR-0004541-2010,06/28/2010,/Report/CpDocketSheet?docketNumber=CP-46-CR-0004541-2010&dnh=BbiUM8t3NcZAVtFOj4FEKg%3D%3D,/Report/CpCourtSummary?docketNumber=CP-46-CR-0004541-2010&dnh=BbiUM8t3NcZAVtFOj4FEKg%3D%3D
2010-01-01,2010-06-28,CP-46-CR-0004540-2010,06/28/2010,/Report/CpDocketSheet?docketNumber=CP-46-CR-0004540-2010&dnh=nra8PT%2BZV3N4saeJtso8ew%3D%3D,/Report/CpCourtSummary?docketNumber=CP-46-CR-0004540-2010&dnh=nra8PT%2BZV3N4saeJtso8ew%3D%3D
2010-01-01,2010-06-28,CP-46-CR-0004539-2010,06/28/2010,/Report/CpDocketSheet?docketNumber=CP-46-CR-0004539-2010&dnh=ZtjDNbLOUrA1RQzmy2EVeA%3D%3D,/Report/CpCourtSummary?docketNumber=CP-46-CR-0004539-2010&dnh=ZtjDNbLOUrA1RQzmy2EVeA%3D%3D
2010-01-01,2010-06-28,CP-46-CR-0004538-2010,06/28/2010,/Report/CpDocketSheet?docketNumber=CP-46-CR-0004538-2010&dnh=Xe6m6w5bRk13dZGJJarFzw%3D%3D,/Report/CpCourtSummary?docketNumber=CP-46-CR-0004538-2010&dnh=Xe6m6w5bRk13dZGJJarFzw%3D%3D
2010-01-01,2010-06-28,CP-46-CR-0004537-2010,06/28/2010,/Report/CpDocketSheet?docketNumber=CP-46-CR-0004537-2010&dnh=o%2F2yrb8UTaPZacTTdB6Jkg%3D%3D,/Report/CpCourtSummary?docketNumber=CP-46-CR-0004537-2010&dnh=o%2F2yrb8UTaPZacTTdB6Jkg%3D%3D
2010-01-01,2010-06-28,CP-46-CR-0004536-2010,06/28/2010,/Report/CpDocketSheet?docketNumber=CP-46-CR-0004536-2010&dnh=zEWAIu81haJA%2FsMldByypg%3D%3D,/Report/CpCourtSummary?docketNumber=CP-46-CR-0004536-2010&dnh=zEWAIu81haJA%2FsMldByypg%3D%3D
2010-01-01,2010-06-28,CP-46-CR-0004535-2010,06/28/2010,/Report/CpDocketSheet?docketNumber=CP-46-CR-0004535-2010&dnh=8fjXTUg544BZxQNM0lAipw%3D%3D,/Report/CpCourtSummary?docketNumber=CP-46-CR-0004535-2010&dnh=8fjXTUg544BZxQNM0lAipw%3D%3D
2010-01-01,2010-06-28,CP-46-CR-0004534-2010,06/28/2010,/Report/CpDocketSheet?docketNumber=CP-46-CR-0004534-2010&dnh=fNVlxveQD1NmOolMlCIs1A%3D%3D,/Report/CpCourtSummary?docketNumber=CP-46-CR-0004534-2010&dnh=fNVlxveQD1NmOolMlCIs1A%3D%3D
2010-01-01,2010-06-28,CP-46-CR-0004532-2010,06/28/2010,/Report/CpDocketSheet?docketNumber=CP-46-CR-0004532-2010&dnh=38zHLo2NP3Se2CCDW%2BiYBA%3D%3D,/Report/CpCourtSummary?docketNumber=CP-46-CR-0004532-2010&dnh=38zHLo2NP3Se2CCDW%2BiYBA%3D%3D
2010-01-01,2010-06-28,CP-46-CR-0004531-2010,06/28/2010,/Report/CpDocketSheet?docketNumber=CP-46-CR-0004531-2010&dnh=%2FscXCoWnJouHlPfk2YPWtw%3D%3D,/Report/CpCourtSummary?docketNumber=CP-46-CR-0004531-2010&dnh=%2FscXCoWnJouHlPfk2YPWtw%3D%3D
2010-01-01,2010-06-28,CP-46-CR-0004529-2010,06/28/2010,/Report/CpDocketSheet?docketNumber=CP-46-CR-0004529-2010&dnh=XeLL8CVxQdN3x5ODqoNzxA%3D%3D,/Report/CpCourtSummary?docketNumber=CP-46-CR-0004529-2010&dnh=XeLL8CVxQdN3x5ODqoNzxA%3D%3D
2010-01-01,2010-06-28,CP-46-CR-0004528-2010,06/28/2010,/Report/CpDocketSheet?docketNumber=CP-46-CR-0004528-2010&dnh=vmMiOoBTzUvEAR93UpGmMQ%3D%3D,/Report/CpCourtSummary?docketNumber=CP-46-CR-0004528-2010&dnh=vmMiOoBTzUvEAR93UpGmMQ%3D%3D
2010-01-01,2010-06-28,CP-46-CR-0004527-2010,06/28/2010,/Report/CpDocketSheet?docketNumber=CP-46-CR-0004527-2010&dnh=HA5J9Eg9WieBqUyRk%2BIHqA%3D%3D,/Report/CpCourtSummary?docketNumber=CP-46-CR-0004527-2010&dnh=HA5J9Eg9WieBqUyRk%2BIHqA%3D%3D
2010-01-01,2010-06-28,CP-46-CR-0004526-2010,06/28/2010,/Report/CpDocketSheet?docketNumber=CP-46-CR-0004526-2010&dnh=HzHBV0utgBkMZ72h1G%2B9hA%3D%3D,/Report/CpCourtSummary?docketNumber=CP-46-CR-0004526-2010&dnh=HzHBV0utgBkMZ72h1G%2B9hA%3D%3D
2010-01-01,2010-06-28,CP-46-CR-0004525-2010,06/28/2010,/Report/CpDocketSheet?docketNumber=CP-46-CR-0004525-2010&dnh=OO3lVNaavMbWB2oP1zpcDQ%3D%3D,/Report/CpCourtSummary?docketNumber=CP-46-CR-0004525-2010&dnh=OO3lVNaavMbWB2oP1zpcDQ%3D%3D
2010-01-01,2010-06-28,CP-46-CR-0004524-2010,06/28/2010,/Report/CpDocketSheet?docketNumber=CP-46-CR-0004524-2010&dnh=6fJRbOHVh6Pb44KxfZdJyg%3D%3D,/Report/CpCourtSummary?docketNumber=CP-46-CR-0004524-2010&dnh=6fJRbOHVh6Pb44KxfZdJyg%3D%3D
2010-01-01,2010-06-28,CP-46-CR-0004523-2010,06/28/2010,/Report/CpDocketSheet?docketNumber=CP-46-CR-0004523-2010&dnh=2sSxnGKrFFU%2Fz8ZNnrAfXw%3D%3D,/Report/CpCourtSummary?docketNumber=CP-46-CR-0004523-2010&dnh=2sSxnGKrFFU%2Fz8ZNnrAfXw%3D%3D
2010-01-01,2010-06-28,CP-46-CR-0004522-2010,06/28/2010,/Report/CpDocketSheet?docketNumber=CP-46-CR-0004522-2010&dnh=zfEbFcHhWKrvwZNuI0K2%2Fw%3D%3D,/Report/CpCourtSummary?docketNumber=CP-46-CR-0004522-2010&dnh=zfEbFcHhWKrvwZNuI0K2%2Fw%3D%3D
2010-01-01,2010-06-28,CP-46-CR-0004521-2010,06/28/2010,/Report/CpDocketSheet?docketNumber=CP-46-CR-0004521-2010&dnh=Sb1fg07ATm1Cf9mIdRRG9g%3D%3D,/Report/CpCourtSummary?docketNumber=CP-46-CR-0004521-2010&dnh=Sb1fg07ATm1Cf9mIdRRG9g%3D%3D
2010-01-01,2010-06-28,CP-46-CR-0004520-2010,06/28/2010,/Report/CpDocketSheet?docketNumber=CP-46-CR-0004520-2010&dnh=EZgY%2BHUrl7ZG%2FukNy%2BkmPg%3D%3D,/Report/CpCourtSummary?docketNumber=CP-46-CR-0004520-2010&dnh=EZgY%2BHUrl7ZG%2FukNy%2BkmPg%3D%3D
2010-01-01,2010-06-28,CP-46-CR-0004518-2010,06/28/2010,/Report/CpDocketSheet?docketNumber=CP-46-CR-0004518-2010&dnh=w1ez6Od6OB1ZNtRBjiITrg%3D%3D,/Report/CpCourtSummary?docketNumber=CP-46-CR-0004518-2010&dnh=w1ez6Od6OB1ZNtRBjiITrg%3D%3D
2010-01-01,2010-06-28,CP-46-CR-0004517-2010,06/28/2010,/Report/CpDocketSheet?docketNumber=CP-46-CR-0004517-2010&dnh=xANi3TdU1CygC1fZsbnIEg%3D%3D,/Report/CpCourtSummary?docketNumber=CP-46-CR-0004517-2010&dnh=xANi3TdU1CygC1fZsbnIEg%3D%3D
2010-01-01,2010-06-28,CP-46-CR-0004516-2010,06/28/2010,/Report/CpDocketSheet?docketNumber=CP-46-CR-0004516-2010&dnh=7s6trkMiC2rzomDFd0Ms1A%3D%3D,/Report/CpCourtSummary?docketNumber=CP-46-CR-0004516-2010&dnh=7s6trkMiC2rzomDFd0Ms1A%3D%3D
2010-01-01,2010-06-28,CP-46-CR-0004515-2010,06/28/2010,/Report/CpDocketSheet?docketNumber=CP-46-CR-0004515-2010&dnh=9hZqhTNTWIDfOAYH1tnE1g%3D%3D,/Report/CpCourtSummary?docketNumber=CP-46-CR-0004515-2010&dnh=9hZqhTNTWIDfOAYH1tnE1g%3D%3D
2010-01-01,2010-06-28,CP-46-CR-0004514-2010,06/28/2010,/Report/CpDocketSheet?docketNumber=CP-46-CR-0004514-2010&dnh=ofOp4DzC%2BhkqQqmEKHAKuA%3D%3D,/Report/CpCourtSummary?docketNumber=CP-46-CR-0004514-2010&dnh=ofOp4DzC%2BhkqQqmEKHAKuA%3D%3D
2010-01-01,2010-06-28,CP-46-CR-0004513-2010,06/28/2010,/Report/CpDocketSheet?docketNumber=CP-46-CR-0004513-2010&dnh=5W7d%2FlCOypLdi46KWCtzqg%3D%3D,/Report/CpCourtSummary?docketNumber=CP-46-CR-0004513-2010&dnh=5W7d%2FlCOypLdi46KWCtzqg%3D%3D
2010-01-01,2010-06-28,CP-46-CR-0004512-2010,06/28/2010,/Report/CpDocketSheet?docketNumber=CP-46-CR-0004512-2010&dnh=NDxlQm0TPws%2B8MT1zdJgAQ%3D%3D,/Report/CpCourtSummary?docketNumber=CP-46-CR-0004512-2010&dnh=NDxlQm0TPws%2B8MT1zdJgAQ%3D%3D
2010-01-01,2010-06-28,CP-46-CR-0004508-2010,06/28/2010,/Report/CpDocketSheet?docketNumber=CP-46-CR-0004508-2010&dnh=fKrNR3QELPHEo5PFApGgnQ%3D%3D,/Report/CpCourtSummary?docketNumber=CP-46-CR-0004508-2010&dnh=fKrNR3QELPHEo5PFApGgnQ%3D%3D
2010-01-01,2010-06-28,CP-46-CR-0004507-2010,06/28/2010,/Report/CpDocketSheet?docketNumber=CP-46-CR-0004507-2010&dnh=MJUaN0ZLWMP1ltf9RNeJTA%3D%3D,/Report/CpCourtSummary?docketNumber=CP-46-CR-0004507-2010&dnh=MJUaN0ZLWMP1ltf9RNeJTA%3D%3D
2010-01-01,2010-06-28,CP-46-CR-0004506-2010,06/28/2010,/Report/CpDocketSheet?docketNumber=CP-46-CR-0004506-2010&dnh=faLpXYWG52cGGsHJamkQVQ%3D%3D,/Report/CpCourtSummary?docketNumber=CP-46-CR-0004506-2010&dnh=faLpXYWG52cGGsHJamkQVQ%3D%3D
2010-01-01,2010-06-28,CP-46-CR-0004505-2010,06/28/2010,/Report/CpDocketSheet?docketNumber=CP-46-CR-0004505-2010&dnh=QcpEqAde2yTvbZkj1bAvyQ%3D%3D,/Report/CpCourtSummary?docketNumber=CP-46-CR-0004505-2010&dnh=QcpEqAde2yTvbZkj1bAvyQ%3D%3D
2010-01-01,2010-06-28,CP-46-CR-0004503-2010,06/28/2010,/Report/CpDocketSheet?docketNumber=CP-46-CR-0004503-2010&dnh=sQIrBdM1%2BTAuniP0pMC6bQ%3D%3D,/Report/CpCourtSummary?docketNumber=CP-46-CR-0004503-2010&dnh=sQIrBdM1%2BTAuniP0pMC6bQ%3D%3D
2010-01-01,2010-06-28,CP-46-CR-0004502-2010,06/28/2010,/Report/CpDocketSheet?docketNumber=CP-46-CR-0004502-2010&dnh=vJi%2BvUmOk%2BrpOLOuq%2BavAg%3D%3D,/Report/CpCourtSummary?docketNumber=CP-46-CR-0004502-2010&dnh=vJi%2BvUmOk%2BrpOLOuq%2BavAg%3D%3D
2010-01-01,2010-06-28,CP-46-CR-0004500-2010,06/28/2010,/Report/CpDocketSheet?docketNumber=CP-46-CR-0004500-2010&dnh=cbnTwRBdE3ETHuU887KcNQ%3D%3D,/Report/CpCourtSummary?docketNumber=CP-46-CR-0004500-2010&dnh=cbnTwRBdE3ETHuU887KcNQ%3D%3D
2010-01-01,2010-06-28,CP-46-CR-0004498-2010,06/28/2010,/Report/CpDocketSheet?docketNumber=CP-46-CR-0004498-2010&dnh=k6o5DB9rAoAf97aqm5tKtw%3D%3D,/Report/CpCourtSummary?docketNumber=CP-46-CR-0004498-2010&dnh=k6o5DB9rAoAf97aqm5tKtw%3D%3D
2010-01-01,2010-06-28,CP-46-CR-0004496-2010,06/28/2010,/Report/CpDocketSheet?docketNumber=CP-46-CR-0004496-2010&dnh=qdEesPM2lMzZfiMUqOlKhw%3D%3D,/Report/CpCourtSummary?docketNumber=CP-46-CR-0004496-2010&dnh=qdEesPM2lMzZfiMUqOlKhw%3D%3D
2010-01-01,2010-06-28,CP-46-CR-0004495-2010,06/28/2010,/Report/CpDocketSheet?docketNumber=CP-46-CR-0004495-2010&dnh=MLuC52frWM2T%2FdgADM0v%2Bw%3D%3D,/Report/CpCourtSummary?docketNumber=CP-46-CR-0004495-2010&dnh=MLuC52frWM2T%2FdgADM0v%2Bw%3D%3D
2010-01-01,2010-06-28,CP-46-CR-0004494-2010,06/28/2010,/Report/CpDocketSheet?docketNumber=CP-46-CR-0004494-2010&dnh=%2F1DmyxyAMTj1KyLnTuBZHQ%3D%3D,/Report/CpCourtSummary?docketNumber=CP-46-CR-0004494-2010&dnh=%2F1DmyxyAMTj1KyLnTuBZHQ%3D%3D
2010-01-01,2010-06-28,CP-46-CR-0004489-2010,06/28/2010,/Report/CpDocketSheet?docketNumber=CP-46-CR-0004489-2010&dnh=H8wXI0NRET7JHAfHQ5bWGQ%3D%3D,/Report/CpCourtSummary?docketNumber=CP-46-CR-0004489-2010&dnh=H8wXI0NRET7JHAfHQ5bWGQ%3D%3D
2010-01-01,2010-06-28,CP-46-CR-0004487-2010,06/28/2010,/Report/CpDocketSheet?docketNumber=CP-46-CR-0004487-2010&dnh=8SQdeGCM%2FzyzBnGeNhu9wg%3D%3D,/Report/CpCourtSummary?docketNumber=CP-46-CR-0004487-2010&dnh=8SQdeGCM%2FzyzBnGeNhu9wg%3D%3D
2010-01-01,2010-06-28,CP-46-CR-0004483-2010,06/28/2010,/Report/CpDocketSheet?docketNumber=CP-46-CR-0004483-2010&dnh=%2BC2Of%2B2PRlVnVmK1OSfi0w%3D%3D,/Report/CpCourtSummary?docketNumber=CP-46-CR-0004483-2010&dnh=%2BC2Of%2B2PRlVnVmK1OSfi0w%3D%3D
2010-01-01,2010-06-28,CP-46-CR-0004482-2010,06/28/2010,/Report/CpDocketSheet?docketNumber=CP-46-CR-0004482-2010&dnh=mMuX54DEZ6g%2BgWNCPJfNLw%3D%3D,/Report/CpCourtSummary?docketNumber=CP-46-CR-0004482-2010&dnh=mMuX54DEZ6g%2BgWNCPJfNLw%3D%3D
2010-01-01,2010-06-28,CP-46-CR-0004481-2010,06/28/2010,/Report/CpDocketSheet?docketNumber=CP-46-CR-0004481-2010&dnh=s0stFeSfoJSeylvrILbGUQ%3D%3D,/Report/CpCourtSummary?docketNumber=CP-46-CR-0004481-2010&dnh=s0stFeSfoJSeylvrILbGUQ%3D%3D
2010-01-01,2010-06-28,CP-46-CR-0004429-2010,06/28/2010,/Report/CpDocketSheet?docketNumber=CP-46-CR-0004429-2010&dnh=upXg5R66IJ9ilY4RRecbJg%3D%3D,/Report/CpCourtSummary?docketNumber=CP-46-CR-0004429-2010&dnh=upXg5R66IJ9ilY4RRecbJg%3D%3D
2010-01-01,2010-06-28,CP-45-MD-0000172-2010,06/28/2010,/Report/CpDocketSheet?docketNumber=CP-45-MD-0000172-2010&dnh=1i1Q3yCP%2FsPCIE6Stq5O0Q%3D%3D,/Report/CpCourtSummary?docketNumber=CP-45-MD-0000172-2010&dnh=1i1Q3yCP%2FsPCIE6Stq5O0Q%3D%3D
2010-01-01,2010-06-28,CP-45-MD-0000171-2010,06/28/2010,/Report/CpDocketSheet?docketNumber=CP-45-MD-0000171-2010&dnh=7nfP7s83OXxURerDfHnoUg%3D%3D,/Report/CpCourtSummary?docketNumber=CP-45-MD-0000171-2010&dnh=7nfP7s83OXxURerDfHnoUg%3D%3D
